ID,workID,number,type
1270,3558,2906190195,2
1271,3564,2705313109,2
1272,3567,8831753770,2
1273,3569,287844020X,2
1274,3572,8460609308,2
1275,3575,8878141046,2
1276,3576,1854500058,2
1277,3577,9757538310,2
1278,3579,2708947621,2
1279,3580,9231023764,2
1280,3582,848632906X,2
1281,3594,X,2
1286,3652,9004098240,2
1287,3653,2717713352,2
1288,3656,975171432X,2
1290,3669,3515025537,2
1291,3675,8836600808,2
1294,3687,2717714782,2
1295,3690,9751600235,2
1296,3699,2950559506,2
1310,119,0003-391X,1
1311,134,0003-8113,1
1312,137,-8522,1
1314,3942,0856681601,2
1315,3945,3786116075,2
1316,3947,2870311184,2
1317,3948,3774916365,2
1318,3949,0521237858,2
1319,3953,0950077917,2
1320,3961,2724701925,2
1321,3966,2852790378,2
1322,3968,2851210297,2
1324,3970,0198142943,2
1325,3977,340604798X,2
1326,3978,0891302581,2
1327,3980,0198131658,2
1328,147,0390-0592,1
1329,154,0044-8737,1
1330,3986,0571-0669,1
1331,3987,0568-5621,1
1332,3994,0236401475,2
1333,3995,8877865342,2
1334,3998,3877600654,2
1335,4000,9004041818,2
1336,4003,3806205310,2
1337,4004,3525536542,2
1338,4007,040504805X,2
1339,4009,3110023709,2
1340,4011,0856681504,2
1341,4017,3110049902,2
1342,4028,830110130X,2
1343,4031,2717106359,2
1344,4032,9051701756,2
1345,4034,9068310682,2
1346,4036,2909142035,2
1347,4038,918609890X,2
1348,4040,3806203288,2
1349,4042,0906090431,2
1350,4044,0901072257,2
1351,4046,3806202761,2
1352,4047,8876861726,2
1353,4051,8876890742,2
1354,4053,3215065622,2
1355,4055,071410986X,2
1356,4069,3406352057,2
1357,4071,8460082385,2
1358,4073,286538182X,2
1359,4080,953150069X,2
1360,4083,2723426327,2
1361,4085,0571090990,2
1362,4086,5856540239,2
1363,4088,9022839354,2
1364,4091,378475080X,2
1365,4093,5120015344,2
1367,4130,3774930740,2
1368,4132,8887114684,2
1369,4133,8880581309,2
1370,4135,8843584979,2
1372,4140,0067-270X,1
1373,4142,0752425560,2
1374,4143,0766834751,2
1375,4144,1589480759,2
1376,4145,0471445665,2
1377,4147,8882652025,2
1378,4148,1841714453,2
1379,4149,8882652122,2
1380,4150,1841713279,2
1381,4151,184171318X,2
1382,4152,1841715182,2
1383,4153,0199260192,2
1384,4155,9004127283,2
1386,204,0392-0356,1
1389,4168,3795407591,2
1390,4177,2724702247,2
1391,4186,2852791285,2
1392,4197,3150102960,2
1393,4201,9548405059,2
1394,4204,552000742X,2
1396,4219,0004-5322,1
1397,239,0012-2327,1
1398,4230,8322705085,2
1400,4236,2906190063,2
1401,4238,0933175256,2
1404,4246,2283604516,2
1405,4248,5520014639,2
1406,4252,0860610349,2
1407,4260,0701134461,2
1408,4264,3906376001,2
1411,4275,2910865053,2
1412,4284,3700106319,2
1413,4285,552000191X,2
1415,259,0526-8478,1
1417,264,0008-591X,1
1418,271,0069-3715,1
1419,4306,0009-8337,1
1420,278,0084-9189,1
1421,283,0563-2129,1
1423,4308,996360708X,2
1424,4315,290173720X,2
1425,4321,3515061460,2
1426,4326,2907594079,2
1427,4330,8772885653,2
1429,4336,2717714308,2
1430,4342,8806116444,2
1432,4344,8874481586,2
1433,4345,8471914476,2
1434,4347,2735500616,2
1435,4352,8385483306,2
1439,294,0417-4046,1
1440,297,0419-6252,1
1441,303,0012-8376,1
1442,307,0951-1822,1
1443,309,0340-627X,1
1444,1141,0071-108X,1
1445,4364,0506-4589,1
1447,375,0019-7262,1
1448,321,0531-2175,1
1449,1146,1057-2414,1
1450,378,0305-7445,1
1451,385,0021-1753,1
1452,388,0075-2711,1
1453,401,0021-8537,1
1454,402,0021-910X,1
1455,403,0075-4250,1
1456,4366,0014-4738,1
1457,1144,1131-8848,1
1458,328,0239-8524,1
1459,329,0210-2366,1
1460,4367,888626111X,2
1461,332,0071-9757,1
1462,4368,0071-9897,1
1463,336,0210-6116,1
1464,340,0016-7258,1
1465,341,1121-8940,1
1466,342,0016-7479,1
1467,350,0344-385X,1
1468,353,0210-7694,1
1469,355,0363-5570,1
1470,365,0351-2193,1
1471,4371,0350-6320,1
1472,4372,-6320,1
1473,370,1125-3878,1
1474,406,0022-4480,1
1475,415,0022-7498,1
1476,419,0452-0467,1
1477,4378,0221-5896,1
1478,4379,0454-6245,1
1479,428,0042-0409,1
1480,431,0350-414X,1
1481,85,0023-8856,1
1484,435,0075-8914,1
1485,4383,0459-3049,1
1487,4385,1220-5222,1
1488,4388,0076-230X,1
1489,4390,0035-0745,1
1490,470,0375-9857,1
1491,4391,0545-0373,1
1492,4392,0324-1793,1
1493,4393,0027-4054,1
1494,483,0084-9308,1
1495,487,0989-5671,1
1496,490,0029-6015,1
1497,4395,0030-0691,1
1498,497,0392-4645,1
1499,498,0473-0992,1
1500,499,1161-0344,1
1501,4400,0030-5367,1
1502,501,0085-4522,1
1503,510,0552-9344,1
1504,513,0031-0506,1
1505,4402,0553-6707,1
1506,523,0031-7985,1
1507,524,0031-8299,1
1508,2022,0083-4300,1
1509,534,0032-8472,1
1510,4406,0373-7527,1
1511,4407,0079-7138,1
1512,558,0033-5894,1
1513,70,0335-3958,1
1514,585,0767-709X,1
1515,57,0035-1008,1
1516,4411,0035-1059,1
1517,588,0241-7413,1
1518,617,0391-8718,1
1519,623,0582-673X,1
1520,625,0037-458X,1
1521,4417,0917-1614,1
1522,628,0583-4554,1
1523,634,0350-0241,1
1525,645,0585-5047,1
1526,1122,0213-2052,1
1527,653,0309-7803,1
1528,660,0333-7618,1
1529,662,0167-7411,1
1530,4419,0068-1032,1
1531,4420,0568-5079,1
1532,4421,8890016779,2
1533,4423,8400078888,2
1534,4425,3700131593,2
1535,4426,0521288851,2
1536,4428,0470844094,2
1537,670,-7355,1
1538,4429,0042-5079,1
1539,672,0506-8126,1
1540,691,0084-5302,1
1541,692,0372-8854,1
1542,4431,0044-3476,1
1543,14,0003-8105,1
1544,4432,0892367253,2
1545,4433,3700132050,2
1546,15,0570-1554,1
1547,4434,2503509983,2
1548,4436,8495306824,2
1549,4438,0415285488,2
1550,13,0905-7196,1
1551,4443,8885699898,2
1552,12,0001-494X,1
1553,17,0044-5975,1
1555,18,0066-2348,1
1556,19,0066-6742,1
1558,21,0835-3638,1
1559,4448,0773-5812,1
1560,22,0066-5983,1
1561,23,0002-9114,1
1562,24,0362-8914,1
1563,25,0221-4792,1
1564,27,0066-1546,1
1565,28,0066-4871,1
1566,29,-8652,1
1567,31,0391-8165,1
1568,32,0257-1951,1
1569,36,0350-2600,1
1570,40,0570-6084,1
1572,43,0350-2503,1
1573,45,0570-8958,1
1575,4454,-8966,1
1576,173,0342-1295,1
1577,182,0583-7952,1
1578,4458,0003-570X,1
1581,188,0525-1133,1
1582,189,0418-9698,1
1583,192,0068-4015,1
1584,77,0221-8321,1
1585,4459,0003-1186,1
1586,20,0003-097X,1
1587,195,0004-5527,1
1588,198,0007-4217,1
1589,200,0391-9854,1
1590,201,1120-2742,1
1591,4461,0366-4228,1
1592,4463,2869060327,2
1593,4465,3110067102,2
1595,216,0067-9976,1
1596,217,0021-7239,1
1597,4470,8877020032,2
1598,958,8870628884,2
1599,230,0068-113X,1
1600,4473,0068-2454,1
1601,234,0081-1181,1
1602,4476,0330-8138,1
1603,250,0378-2506,1
1604,251,0007-7704,1
1605,81,0575-1217,1
1606,4477,0008-0012,1
1607,4478,0068-4945,1
1608,4479,0008-008X,1
1609,274,0278-6656,1
1610,76,-108X,1
1611,287,0419-0653,1
1613,282,0068-5895,1
1614,284,0009-8418,1
1615,285,0070-251X,1
1616,4484,0769-010X,1
1617,84,0184-1068,1
1618,4485,0068-1288,1
1619,730,0021-9231,1
1620,4486,0070-7546,1
1621,731,0108-464X,1
1622,4487,0075-4234,1
1623,4489,0075-4269,1
1624,397,0022-2968,1
1626,721,0046-1628,1
1627,732,0378-8660,1
1628,4491,0012-9356,1
1629,4492,0075-0468,1
1631,312,0013-9572,1
1632,4496,-6863,1
1633,326,0071-9706,1
1635,337,0016-4119,1
1636,4497,0994-8899,1
1640,4503,0017-3894,1
1641,351,0017-3916,1
1642,352,0018-0173,1
1643,359,0018-098X,1
1644,725,0073-0688,1
1645,369,0021-2059,1
1646,380,0578-6967,1
1647,381,0021-0870,1
1648,4505,0066-6033,1
1649,384,0021-0889,1
1650,386,0341-9142,1
1651,729,0003-0279,1
1652,389,0065-9991,1
1653,4507,1121-5275,1
1654,400,0021-8103,1
1655,4508,0022-5185,1
1656,417,0453-3429,1
1657,420,0075-6334,1
1658,4510,0130-2620,1
1660,4513,0334-455X,1
1661,437,0459-2980,1
1662,444,-1639,1
1663,445,0065-6801,1
1664,733,0418-9744,1
1665,4517,0075-7039,1
1666,4519,0543-0739,1
1667,454,0722-4532,1
1668,488,0391-8157,1
1669,494,0262-5253,1
1670,4490,0078-3579,1
1671,496,0078-5520,1
1672,505,0732-1635,1
1673,508,0078-7868,1
1674,509,0393-0149,1
1675,4531,0031-2355,1
1676,517,0068-2462,1
1677,519,0031-0328,1
1678,739,0079-0893,1
1680,527,0032-6275,1
1681,4534,0033-4839,1
1682,549,0079-8258,1
1683,560,0556-7203,1
1684,4537,0351-6709,1
1685,4539,3806208549,2
1686,4540,9728318340,2
1687,4541,8472836525,2
1688,4542,3760840876,2
1689,4544,0313321418,2
1690,4546,3805327064,2
1691,4548,1575060833,2
1692,4549,0674012232,2
1693,4550,0715631616,2
1694,79,0557-7705,1
1695,4552,0080-3421,1
1696,86,0035-2004,1
1697,4556,0373-5729,1
1698,4557,0035-2039,1
1699,4558,0373-5737,1
1700,4559,0080-2549,1
1701,581,0035-0737,1
1702,582,0035-0907,1
1703,65,0035-1652,1
1704,4561,0080-3537,1
1705,657,0271-4442,1
1706,620,0081-6124,1
1707,624,-4571,1
1708,4564,0042-4617,1
1709,626,0209-1755,1
1710,749,0081-8232,1
1711,631,-6949,1
1712,633,-3834,1
1713,635,0391-7762,1
1714,643,0557-3122,1
1715,642,-4954,1
1716,650,0081-9271,1
1717,655,0039-7946,1
1718,656,0564-5042,1
1719,4567,0350-7165,1
1722,4571,0043-5155,1
1723,685,0044-216X,1
1724,689,0341-0137,1
1725,695,0044-233X,1
1726,696,0044-2666,1
1727,697,0044-3239,1
1728,4572,0009-8388,1
1729,4573,0342-1279,1
1730,4574,0003-049X,1
1731,699,0084-5388,1
1732,4575,0350-3623,1
1733,69,0220-6617,1
1734,103,0002-9475,1
1735,4583,8772880562,2
1736,4586,0444511490,2
1737,4588,1575060701,2
1738,4589,0805242260,2
1739,4590,3806214921,2
1740,4591,0415298997,2
1741,4592,3598775482,2
1742,4594,1931909059,2
1743,4597,158948018X,2
1744,4598,0415144981,2
1745,4599,3540436030,2
1746,4600,2035050251,2
1747,4602,0306479966,2
1748,4604,0810945428,2
1749,4605,1844720004,2
1750,4607,1844720047,2
1751,4608,027598012X,2
1752,4609,076580204X,2
1753,4610,0715632256,2
1754,4612,0816053316,2
1755,4613,8880163329,2
1756,4614,887228273X,2
1757,4616,8882651525,2
1758,4617,1575060817,2
1759,4618,0865548951,2
1760,4619,0195083245,2
1762,4621,3700131194,2
1763,4624,0472113313,2
1764,4625,047211333X,2
1765,4626,3930843617,2
1766,4628,1853996610,2
1767,4629,140200821X,2
1768,4631,0080442013,2
1769,4632,3443211224,2
1770,4633,0810847841,2
1771,4636,0415312787,2
1772,4638,041525857X,2
1773,4639,0140265740,2
1774,4640,0904887448,2
1775,4641,0874807670,2
1776,4642,0631218238,2
1777,4644,1931534063,2
1778,4646,8486547644,2
1779,4648,0892367199,2
1780,4649,965220501X,2
1781,4656,0305-0270,1
1782,4676,0365-5717,1
1783,4678,8478202625,2
1784,4680,0160-9645,1
1785,4685,1842170872,2
1786,4691,9080739022,2
1787,4693,1573563927,2
1788,4695,0415259231,2
1789,4696,1402070888,2
1790,4698,063123070X,2
1791,4699,291002332X,2
1792,4701,1559707038,2
1793,4702,0810848481,2
1794,4703,0810991284,2
1795,4704,1882785134,2
1796,4705,1902771273,2
1797,4706,8437620406,2
1798,4708,0748617310,2
1799,4712,3110018853,2
1801,4726,0009-837X,1
1802,4729,0039-2987,1
1803,42,-9876,1
1804,4752,0415230349,2
1805,4754,0691010420,2
1806,4757,0018-2753,1
1807,4758,0009-840X,1
1808,4759,2717714219,2
1809,4760,2717714227,2
1810,4761,2717714332,2
1811,4764,041530265X,2
1812,4765,0415944139,2
1813,4766,3806217874,2
1814,4768,1841715387,2
1815,4770,1841715107,2
1816,4771,9051703619,2
1817,4773,1883925398,2
1818,4778,0520235002,2
1819,4780,8872522242,2
1820,4781,9812383441,2
1821,4782,1844720020,2
1822,4784,0674014618,2
1823,4786,8887621225,2
1824,4788,0810848724,2
1825,4790,0870817396,2
1826,4791,0813026857,2
1827,4793,0750930799,2
1828,4794,8467010061,2
1829,4798,3806207704,2
1830,4799,8497500261,2
1831,4801,9729004129,2
1832,4802,8885643337,2
1833,4804,8478823409,2
1834,4806,0810849046,2
1835,4808,9062584063,2
1837,4810,8492045604,2
1838,4811,2717714499,2
1839,4812,2735502341,2
1841,4815,3806205426,2
1842,4822,8875673306,2
1843,4825,0906090393,2
1844,4826,8390306271,2
1850,4829,0904857085,2
1852,4830,8875141398,2
1853,4831,0071-8416,1
1855,4836,2903504229,2
1856,4840,8822252691,2
1857,4842,1862391270,2
1858,4843,3901232079,2
1859,4845,0812237749,2
1860,4846,8822235614,2
1861,4848,0947816569,2
1862,4850,8390306220,2
1863,3684,9963607101,2
1864,3594,884356417X,2
1865,4854,8640700974,2
1866,3849,9630523752,2
1867,3597,8486329485,2
1868,3683,8870628000,2
1869,3871,8876860967,2
1870,3706,2735101703,2
1871,3588,8871662482,2
1872,3850,2222038162,2
1873,3662,960725404X,2
1874,3662,9607254058,2
1875,3744,0904152170,2
1876,3664,9608516021,2
1878,3829,8876890629,2
1879,3852,8805053295,2
1880,3892,2905564202,2
1881,3927,1850743037,2
1882,3641,3910010121,2
1883,3848,3806211922,2
1884,3625,0860545571,2
1885,3950,8876213473,2
1886,3952,887621352X,2
1887,3601,8878133590,2
1888,3752,8487001785,2
1889,3758,8870882020,2
1890,3930,2841110680,2
1891,3902,3950022104,2
1892,4857,9514107292,2
1893,4858,3806207763,2
1894,4860,3792702703,2
1898,4862,9061868459,2
1899,4866,9171926968,2
1900,93,1233-6246,1
1901,4876,0953-461X,1
1902,4877,0285-4406,1
1903,132,0402-7817,1
1904,135,0790-892X,1
1905,136,0947-4803,1
1906,138,1018-1857,1
1907,146,0154-2656,1
1908,152,0392-0240,1
1909,153,-0054,1
1910,1363,2706104880,2
1913,227,0391-6715,1
1914,4888,0016-7592,1
1915,366,-4270,1
1916,4892,0392-1107,1
1917,196,-3918,1
1918,4895,0392-2391,1
1919,4896,1012-6570,1
1920,407,0022-4995,1
1921,4898,0454-6989,1
1922,427,0182-2411,1
1923,4467,8450041546,2
1924,614,1120-5679,1
1925,3386,0324-1203,1
1926,47,0067-0081,1
1927,4905,-5245,1
1928,4907,0076-0722,1
1929,4909,0011-1767,1
1930,4910,0017-3835,1
1931,4911,0035-869X,1
1932,4494,0076-2741,1
1933,412,0961-3684,1
1934,471,0391-4135,1
1935,4918,0031-6229,1
1937,4920,0458-1520,1
1938,546,-8215,1
1939,742,0394-0160,1
1940,690,0012-1169,1
1941,4925,0044-1481,1
1942,4927,0454-1596,1
1943,109,-5391,1
1944,4928,0003-8032,1
1945,4929,0066-6459,1
1946,654,0039-7679,1
1947,4934,0350-848X,1
1948,4935,0003-8180,1
1949,4936,380621493X,2
1950,4937,1841714887,2
1951,4939,9057890348,2
1952,4941,9756561106,2
1953,4943,0275979474,2
1954,4944,0814627781,2
1955,4945,8478190805,2
1956,4946,3933684137,2
1957,4948,0810849348,2
1958,4950,0292702795,2
1959,4952,0500284679,2
1960,4953,8830416509,2
1961,4954,159333026X,2
1962,4955,8882650952,2
1963,4956,190293721X,2
1964,4957,1841715913,2
1965,4958,900413607X,2
1966,4960,0521787955,2
1967,4962,0470871547,2
1968,4963,0470849193,2
1969,4966,0631230505,2
1970,4968,1405106727,2
1971,4970,0761949631,2
1972,4972,071411958X,2
1973,4973,1841715476,2
1974,4974,0199255245,2
1975,4975,184171562X,2
1976,4977,3805328737,2
1977,4978,0954557514,2
1978,4979,2877237036,2
1979,4981,1841713457,2
1980,4982,1841715484,2
1981,4985,1902699556,2
1982,4987,190269953X,2
1983,4988,0774810289,2
1984,4989,1585443646,2
1985,5018,1841715735,2
1986,5019,1588341720,2
1987,5020,8680651141,2
1988,5021,1862391386,2
1989,5023,975160950X,2
1990,5025,9751608805,2
1991,5028,9751606632,2
1992,5030,9163123061,2
1993,5032,1842125850,2
1994,5033,0892367512,2
1995,5038,1887829555,2
1996,5039,1841715743,2
1997,5040,1841713503,2
1998,5043,9774248201,2
1999,5045,0794600921,2
2000,5046,3805332769,2
2001,5047,377493164X,2
2002,5048,963804621X,2
2003,5050,2877540065,2
2004,5052,1841713295,2
2005,5053,0892367520,2
2006,5054,8888018093,2
2007,5055,1887829563,2
2008,5056,8878131946,2
2009,5057,8878141852,2
2010,5060,184171514X,2
2011,5061,1930487053,2
2012,5063,0312313934,2
2013,5064,0521656303,2
2014,5066,9004123210,2
2015,5069,1589480627,2
2016,5070,0415302161,2
2017,5071,1861891814,2
2018,5072,8834310039,2
2019,5076,0761815201,2
2020,5077,0813920574,2
2021,5078,3161482565,2
2022,5080,1931745048,2
2023,5081,8820035707,2
2024,5083,888319554X,2
2025,5089,3806202230,2
2026,5092,3922469574,2
2027,5095,0752431145,2
2028,5099,0816523436,2
2029,5100,0631235337,2
2030,5101,817764369X,2
2031,5104,1575060825,2
2032,5109,0631234012,2
2033,5111,1841715972,2
2034,5112,1842171143,2
2035,5113,3161481887,2
2036,5115,081223801X,2
2037,5117,3805318774,2
2038,5118,3631507593,2
2039,5120,0521828279,2
2040,5123,305003792X,2
2041,5125,0130351237,2
2042,5126,3700132786,2
2043,5129,2251440062,2
2044,5131,0826463487,2
2045,5133,0195149653,2
2046,5134,8815086366,2
2047,5136,2503511686,2
2048,5138,3406107559,2
2049,5140,0786415207,2
2050,5142,8880991019,2
2051,5143,0380973103,2
2052,5144,8817867314,2
2053,5145,2724702980,2
2054,5147,0816057303,2
2055,5148,0947816577,2
2056,5150,8779340857,2
2057,5152,1862201528,2
2058,5156,0415258898,2
2059,5157,1586034243,2
2060,5161,8495172313,2
2061,5162,8388857363,2
2062,5163,0415224306,2
2063,5164,058250578X,2
2064,5165,3900305323,2
2065,5167,9652205249,2
2066,5168,9654060310,2
2067,5170,1580461719,2
2068,5172,3525539738,2
2069,5173,9950300207,2
2070,5174,8887472203,2
2071,5175,1841716073,2
2072,5177,0534407838,2
2073,5178,1565849078,2
2074,5179,2728306915,2
2075,5180,2724703340,2
2076,5182,085323860X,2
2077,5185,1901992195,2
2078,5186,1841716146,2
2079,5187,1931534098,2
2080,5188,2907303767,2
2081,5190,9071868567,2
2082,5193,8871401875,2
2083,5195,8890074000,2
2084,5199,193153408X,2
2085,5200,3805333242,2
2086,5201,3774930112,2
2087,55,0184-7651,2
2090,5203,0816523231,2
2091,5204,1842170961,2
2092,5205,0300104642,2
2093,5206,888289763X,2
2094,5208,8821809161,2
2095,5210,0471451495,2
2096,5211,156670443X,2
2097,5212,0130081574,2
2098,5213,0520239229,2
2099,5214,1901992179,2
2100,5215,1901992349,2
2101,5216,0720000580,2
2102,5217,8876421173,2
2103,5218,8493204323,2
2104,5221,8495983214,2
2105,5224,8822250915,2
2106,5228,3899370422,2
2107,5230,887621139X,2
2109,4444,0449-1564,1
2110,4904,1105-0950,1
2111,4480,0065-0536,1
2112,5233,1555572146,2
2113,5236,352582386X,2
2114,5237,083897581X,2
2115,5239,075463373X,2
2116,5241,1931707626,2
2117,5242,9068310291,2
2118,5244,9042913525,2
2119,5246,0954400615,2
2120,5248,1841716014,2
2121,5249,9608145279,2
2122,5250,1859738257,2
2123,5251,1569021791,2
2124,5252,0415318335,2
2125,5253,1844720381,2
2126,5254,0759105936,2
2127,5257,0674014898,2
2128,5262,0195165896,2
2129,5263,0195221486,2
2130,5265,0873655508,2
2131,5267,193247613X,2
2132,5269,0534627285,2
2133,5271,9507211764,2
2134,5272,1591430054,2
2135,5273,0534612946,2
2136,5276,5857467020,2
2137,5277,8843020684,2
2138,5279,887228306X,2
2139,5282,290318982X,2
2140,5283,1886398453,2
2141,5286,0313327203,2
2142,5288,8887235295,2
2143,5290,8887235333,2
2144,5292,0195221478,2
2145,5293,1405101563,2
2146,5294,9652660183,2
2147,5297,8878142662,2
2148,5299,8173052522,2
2149,5301,8178240491,2
2150,5303,8124602387,2
2151,5305,9090049797,2
2152,5306,1850434409,2
2153,5307,0415946344,2
2154,5309,1841716286,2
2155,5311,0876610939,2
2156,5313,8882652149,2
2157,5316,8877432985,2
2158,5319,0813534690,2
2159,5321,0203511808,2
2160,5324,2728306265,2
2161,5325,1901992314,2
2162,5326,190199211X,2
2163,5328,8843027379,2
2164,5329,8849805985,2
2165,5331,1931707731,2
2166,5334,8885991246,2
2167,5336,1841716162,2
2168,5337,1842171089,2
2169,5340,0759103429,2
2170,5341,1841716197,2
2171,5342,0300104030,2
2172,5343,0953910210,2
2173,5344,0897570677,2
2174,5345,0752428896,2
2175,5346,2910023346,2
2176,5348,1883925401,2
2177,3811,2905375051,2
2178,4302,0153-5021,1
2179,4363,0570-6211,1
2181,30,0341-1184,1
2185,4369,0118-098X,1
2186,56,0294-6017,1
2187,3988,1011-1557,1
2188,75,1153-3277,1
2189,90,0084-585X,1
2190,95,0330-8235,1
2191,105,0232-8461,1
2192,4138,0418-7296,1
2193,121,0570-1716,1
2194,5354,0813027772,2
2195,5356,086516570X,2
2196,5357,3700132247,2
2197,5360,0674016831,2
2198,5368,0188-8218,1
2199,5369,1860773036,2
2200,5370,0012986577,2
2201,5371,1841716782,2
2202,5372,1841716790,2
2203,5373,9549071464,2
2204,5374,9001774113,2
2205,5376,8876891269,2
2206,5377,8882652394,2
2207,5379,8884430348,2
2208,5382,0870137387,2
2209,139,0724-8954,1
2210,609,0300-340X,1
2211,636,0221-5004,1
2214,5385,0044-8605,1
2216,4733,0029-8824,1
2217,1222,9068312596,2
2220,4208,5120006892,2
2221,4440,0004-6604,1
2222,4568,0350-8447,1
2223,5386,1842171097,2
2224,5387,089236775X,2
2225,5388,052181068X,2
2226,5389,8779341187,2
2227,5391,0715632841,2
2228,5392,3774932034,2
2229,5393,0521840333,2
2230,5394,0781810337,2
2231,5397,1861974078,2
2232,5400,9170421676,2
2233,3826,8880990586,2
2234,3831,8478201289,2
2235,3833,8839202846,2
2236,3835,3806212031,2
2237,3839,8874483791,2
2238,3840,8822017742,2
2239,3842,0859893308,2
2240,3846,8460507483,2
2241,3854,5520010129,2
2242,3860,8460503593,2
2243,3862,3882262060,2
2244,3864,3882261749,2
2245,3865,8824004717,2
2246,3866,8876890718,2
2247,3868,8805055018,2
2248,3874,2877720985,2
2249,3876,8472340198,2
2250,3878,8877790377,2
2251,3879,8878140392,2
2252,3881,8874486111,2
2253,3882,8878131849,2
2254,3884,8474235669,2
2255,3886,0852243456,2
2256,3893,3900532265,2
2257,3895,0860547213,2
2258,3896,8876891056,2
2259,3897,0860540197,2
2260,3898,8874482442,2
2261,3900,2720010367,2
2262,3913,8870581578,2
2263,3914,8822103629,2
2264,3920,8872282004,2
2265,3925,2200212240,2
2266,3932,5120038697,2
2267,3933,5856540204,2
2268,3967,1854170465,2
2269,3972,8885066666,2
2270,4095,9721026271,2
2271,4104,3806202117,2
2272,4114,2877720624,2
2273,4120,3854540698,2
2274,4123,3529011657,2
2275,4157,0167-5443,1
2278,4166,2728801371,2
2279,4171,8886209037,2
2280,4203,2865382656,2
2281,4214,502010017X,2
2282,4217,8671230198,2
2283,4224,8472832740,2
2284,4232,09047400103,2
2285,4245,9960738035,2
2286,4245,99602719X,2
2287,4281,287772073X,2
2288,4291,5529004946,2
2289,4292,8450562589,2
2290,4322,0860545199,2
2291,4327,2901315305,2
2292,4328,3700544200,2
2293,4358,0351-8884,1
2295,4365,0014-2182,1
2296,4445,1106-5311,1
2297,4498,0016-7398,1
2298,4234,0037-9379,1
2299,145,0066-605X,1
2300,169,0004-0363,1
2301,205,0075-2835,1
2302,202,0755-916X,1
2303,218,0211-4224,1
2304,228,0344-810X,1
2305,256,0765-104X,1
2306,292,0036-6145,1
2307,295,0176-2354,1
2308,305,0962-2837,1
2309,338,0772-7151,1
2310,361,1130-0515,1
2314,4241,0890-4464,1
2315,393,0070-4415,1
2316,409,1047-7594,1
2317,439,0263-7189,1
2318,459,0342-118X,1
2320,503,1122-259X,1
2321,506,0153-9345,1
2322,538,0079-497X,1
2323,542,0394-0802,1
2324,567,0070-2374,1
2325,579,0330-843X,1
2326,621,0334-4509,1
2327,630,0560-1894,1
2328,661,1013-8919,1
2329,669,1010-9161,1
2330,4373,1047-4838,1
2336,4716,1126-3393,1
2337,4930,0258-2600,1
2338,4914,0342-1287,1
2340,4742,1300-6444,1
2341,4740,0997-5306,1
2342,4736,0174-6545,1
2343,4682,0997-5322,1
2344,4578,0392-5285,1
2345,4570,0043-5082,1
2351,4532,0033-1856,1
2352,4523,0223-5110,1
2353,4522,0223-5102,1
2354,4502,0351-0336,1
2355,4495,0390-6833,1
2356,4481,0755-7256,1
2357,4475,0041-977X,1
2358,4447,1128-7209,1
2359,4430,0132-3776,1
2360,4415,0210-3729,1
2361,4386,0169-6572,1
2362,4382,0457-5679,1
2364,4374,0378-8180,1
2365,5317,8888420055,2
2366,5153,090583334,2
2367,4852,552000478X,2
2368,4823,3786113378,2
2370,5489,3774924163,2
2371,5494,3700106343,2
2372,5491,3774919321,2
2373,5495,3700116985,2
2374,5496,3476014703,2
2375,5498,1496-9343,1
2376,5502,2-251-01153-6,2
2377,5502,978-2-251-01153,2
2378,901,0257-4101,1
2380,2150,0723-4333,1
2382,1616,0768-2352,1
